,gene,logFC,p_value,p_value_adj
4371,4429,-0.2984612518525318,0.05473367707198063,0.5209454688844126
4372,4430,0.5657868203819755,0.0007311662245038755,0.03083689603863321
4373,4431,0.5468990262059072,0.009898654982083817,0.18977475363925606
4374,4432,0.16160533345852868,0.31016134467325274,0.9322097211198984
4375,4433,-0.006846484306845341,0.9575661584468597,0.9928526722238533
4376,4434,-0.33854685923399436,0.009771873171511463,0.18914366069332933
4377,4435,-0.07039208542462641,0.6578694668519345,0.9548463784601079
4378,4436,0.10576938639721994,0.4363855329679478,0.9524468553832373
4379,4437,0.059775888301612956,0.6183336056216329,0.9524468553832373
4380,4438,0.3559901686714877,0.033585706312598586,0.40508220331446115
4381,4439,0.14849305453238681,0.34200790698963823,0.9432475542638386
4382,4440,-0.12007234716234585,0.2645597053328571,0.9148018605713375
4383,4441,-0.009109384897425715,0.9414043591490856,0.9902165413990235
4384,4442,-0.13303552267516802,0.3887564140810499,0.9524468553832373
4385,4443,-0.01839910287748675,0.8381524536821514,0.9727229102785474
4386,4444,0.17695684834873895,0.33694570165505233,0.9426792627727728
4387,4445,0.14671022459996444,0.35804257519803906,0.9472042965703193
4388,4446,0.16164150548710438,0.19820441424883362,0.8549585384232045
4389,4447,0.08920549582566828,0.41868850984110095,0.9524468553832373
4390,4448,-0.03249577370356349,0.82280649493559,0.9721569645479218
4391,4449,0.04027672995242733,0.7639686060419884,0.9650182991734162
4392,4450,-0.025756022502242792,0.7669704450335204,0.9650182991734162
4393,4451,-0.002338411628997228,0.9797707570816213,0.9966651163540747
4394,4452,0.1824081653949786,0.15313694523843005,0.8000670177320566
4395,4453,0.8607052418026534,1.155338836325631e-05,0.0011689275366285282
4396,4454,0.06767793406249106,0.5814808921253887,0.9524468553832373
4397,4455,-0.0776080488120983,0.4480630268334569,0.9524468553832373
4398,4456,-0.06905742387666539,0.575756633834708,0.9524468553832373
4399,4457,0.3277472253581253,0.27896391037853385,0.9225231120774785
4400,4458,0.15946608578561833,0.4437082470024215,0.9524468553832373
4401,4459,0.05961472201378473,0.610682848358987,0.9524468553832373
4402,4460,0.018385340021141616,0.8303011613912609,0.9724678057849374
4403,4461,-0.0008716966045177466,0.9935235307005195,0.9987284222592976
4404,4462,2.1375037806361123,0.000847800994780719,0.03448960421892312
4405,4463,-0.06599472213842737,0.529301713842445,0.9524468553832373
4406,4464,-0.023937322737430267,0.8287631328239958,0.9724678057849374
4407,4465,0.01000027231961989,0.9306582707707652,0.9870475739903337
4408,4466,0.04687748043800519,0.6881080646282874,0.9586379616447497
4409,4467,0.2312272805769056,0.18566443824359047,0.8423488581743939
4410,4468,0.21954865470041568,0.25052830469609355,0.8983876299685037
4411,4469,0.0625500217633371,0.6247952288493125,0.9524468553832373
4412,4470,0.11225311949256049,0.5291780023423035,0.9524468553832373
4413,4471,-0.37439433686995427,0.003614855518321149,0.10040865392070708
4414,4472,-0.16460799945626495,0.1915782464338468,0.8492235013121278
4415,4473,0.14944092303191361,0.2138736307506487,0.8698099852559761
4416,4474,-0.19352884040028379,0.20438253526574213,0.8609524426068041
4417,4475,0.09215472420757684,0.46490433622640015,0.9524468553832373
4418,4476,0.09213207894031876,0.5899242551050616,0.9524468553832373
4419,4477,0.279616913764589,0.030100029240759454,0.37773989137809116
4420,4478,0.706331701722729,0.005865349788050373,0.1370008197503106
4421,4479,-0.1176891879038089,0.2414429945105917,0.8925894270746543
4422,4480,0.043703307243377065,0.6835179874260678,0.9586379616447497
4423,4481,0.03232375853808089,0.7646965546432538,0.9650182991734162
4424,4482,0.016115111154986456,0.8829343672932024,0.9780056633289411
4425,4483,0.39076173636322054,0.05109048295215835,0.5036061890998466
4426,4484,0.2857787167570438,0.17202512795619362,0.8292193315059725
4427,4485,0.14398198693204256,0.3157064352089771,0.9338299643828311
4428,4486,0.09510922525030775,0.47998334480569604,0.9524468553832373
4429,4487,0.014553098845322965,0.892573143820738,0.9792528264232044
4430,4488,0.08113660816035223,0.5670046775434108,0.9524468553832373
4431,4489,0.08733259537492452,0.4983459440288396,0.9524468553832373
4432,4490,0.12835216141447664,0.21116439790097108,0.8662620163471139
4433,4491,-0.060609287559251754,0.6290334964825783,0.9524468553832373
4434,4492,-0.2658338901990426,0.019760062879840622,0.2909915142191914
4435,4493,0.8020077220318296,0.01005075478566791,0.19091545593359655
4436,4494,0.023492423996437944,0.8263434966950969,0.972165719231049
4437,4495,-0.007219246829413883,0.9388167271449429,0.9890625428087024
4438,4496,-0.12896619422471067,0.3035348579458581,0.9295257069419698
4439,4497,0.09109565848475543,0.4825220306549748,0.9524468553832373
4440,4498,-0.030430776148024585,0.751814737224749,0.9648824432328409
4441,4499,0.13058316307250448,0.24877377696698066,0.8983876299685037
4442,4500,0.05816619931702263,0.6332722797709902,0.9525425825826627
4443,4501,0.08556552688335281,0.4872078504784787,0.9524468553832373
4444,4502,-0.12886475336300995,0.25484060007546383,0.9037908459269127
4445,4503,0.2136666244858203,0.26866308117024007,0.9184816986398051
4446,4504,0.07772275104332113,0.6180526500655594,0.9524468553832373
4447,4505,0.054380283635039564,0.7321691076645738,0.9624521604660596
4448,4506,0.0981888705274093,0.4131348877253713,0.9524468553832373
4449,4507,-0.047778167917162315,0.791635862575168,0.96734028995922
4450,4508,-0.1518988796183126,0.2220052869438347,0.8771949085698624
4451,4509,-0.05070950351147362,0.8251487313343895,0.972165719231049
4452,4510,-0.12768688947093365,0.2292494096130171,0.884030203149058
4453,4511,0.09508405679231971,0.4702426196910027,0.9524468553832373
4454,4512,0.10972018321635682,0.36470258567407754,0.948216852004421
4455,4513,0.04518127149715448,0.6860333885971811,0.9586379616447497
4456,4514,0.1488905903364817,0.16827102420814233,0.8262629900313497
4457,4515,0.10142067820824324,0.33479334481393574,0.9423428544166387
4458,4516,0.3594430573971948,0.1254522374542042,0.7500630253423899
4459,4517,-0.024662319954436962,0.8491222501852433,0.9743598364443473
4460,4518,0.08973463710282395,0.4659296995525044,0.9524468553832373
4461,4519,0.11233130633985391,0.34176411000577867,0.9432310197930084
4462,4520,0.13522881762234373,0.17949409098297997,0.8361119071146588
4463,4521,0.18475235206683766,0.12847328198871188,0.7560808605138659
4464,4522,-0.13053051002334884,0.12013048275646102,0.7375928369504976
4465,4523,0.26750804723470717,0.036812051767692,0.42686648399087673
4466,4524,0.02992377616562139,0.8290226070796924,0.9724678057849374
4467,4525,0.062418551796776314,0.655248180159079,0.9546079921375096
4468,4526,-0.07472239175424293,0.7897946129291809,0.9669770863761555
4469,4527,-0.32303044309556844,0.016686136731814207,0.2614869661473415
4470,4528,0.12717538543351575,0.2639083619528193,0.9142817871831863
4471,4529,-0.3313049483203223,0.006561189521538675,0.14509714265380633
4472,4530,0.08771782343297105,0.46345636736147056,0.9524468553832373
4473,4531,0.06460137453451506,0.5603889942488682,0.9524468553832373
4474,4532,0.11148998849050117,0.3841195723348302,0.9524468553832373
4475,4533,0.047093194097945434,0.7220995418667743,0.9617059409303489
4476,4534,0.12718114955672127,0.3564117656861663,0.9472042965703193
4477,4535,0.040815240846730966,0.688187638392262,0.9586379616447497
4478,4536,-0.0752551510014118,0.4411869767205605,0.9524468553832373
4479,4537,-0.026510351835642057,0.8496323217057971,0.9744258629655548
4480,4538,0.14026291206362573,0.15067805966078834,0.7958789995159519
4481,4539,0.16053261562443372,0.2268108870201596,0.8816806075638407
4482,4540,0.1795668251477463,0.22496571794714892,0.8797145157048848
4483,4541,0.09718039066956193,0.6066131074463952,0.9524468553832373
4484,4542,0.11664067132935876,0.4002017546694131,0.9524468553832373
4485,4543,0.05050157815640813,0.6113846684318756,0.9524468553832373
4486,4544,0.28783662921857645,0.035388173101616426,0.4177509680635106
4487,4545,0.10269140033363207,0.4534764623656188,0.9524468553832373
4488,4546,-0.1532450860500933,0.12101659057355002,0.7384529074887083
4489,4547,0.02037621704420725,0.85024570473591,0.9745669798127263
4490,4548,0.16755918339878728,0.1646503202742049,0.8200759600090513
4491,4549,-0.043761432059784555,0.7346611362379736,0.9633308763953541
4492,4550,0.019785215546101867,0.90660405313484,0.9828600054185022
4493,4551,-0.12134386046370874,0.18399169014644834,0.8404915445986464
4494,4552,-0.02763748816336769,0.8877898192575677,0.9784327689718098
4495,4554,0.0905986198342601,0.7027554632093074,0.9610930692947681
4496,4555,0.07088735678916583,0.43868678488565205,0.9524468553832373
4497,4556,0.06937391518020908,0.6285857581025697,0.9524468553832373
4498,4557,0.2176969743516987,0.20266840052063384,0.8592066558763389
4499,4558,0.07793657186466678,0.6189972750907344,0.9524468553832373
4500,4559,0.0038532729308346503,0.9774164043010837,0.9961096276586879
4501,4560,0.04236224643141705,0.8029258011169917,0.9690121856511423
4502,4561,0.2738551777395516,0.022284769101246566,0.3144181258959839
4503,4562,-0.0015946573053993718,0.9898738400288296,0.998228591615334
4504,4563,0.2977398905353178,0.09262249895318626,0.6687090838177772
4505,4564,0.06165072581029414,0.6540549394521598,0.9546079921375096
4506,4565,-0.07102205940455489,0.7701633437945794,0.9650182991734162
4507,4566,0.06362657060147503,0.48347636517356696,0.9524468553832373
4508,4567,0.13064844876210832,0.3244970238015218,0.9375688656901271
4509,4568,0.31735545002491183,0.08660460005630094,0.6469502774672489
4510,4569,0.055720246898651696,0.6669700385412736,0.956110696822219
4511,4570,0.07557266985467226,0.5747273140781812,0.9524468553832373
4512,4571,0.042788527705709595,0.7057007069297986,0.9610930692947681
4513,4572,-0.037488342137247166,0.7631543813941932,0.9650182991734162
4514,4573,0.02611929314187575,0.8300110665459932,0.9724678057849374
4515,4574,0.09881034877642009,0.4726235663713586,0.9524468553832373
4516,4575,1.3173577880040876,0.0010865456556570317,0.04193078462058272
4517,4576,0.2219218987264406,0.22335405585581314,0.8794946028327286
4518,4577,-0.012400053529053684,0.9163468782033921,0.9841213221628344
4519,4578,-0.02552902788994671,0.7915122746587604,0.96734028995922
4520,4579,0.1453866204235231,0.29193896537426034,0.9270085543838799
4521,4580,0.11690087619187692,0.40982233570363535,0.9524468553832373
4522,4581,0.032313927248804525,0.7758911701114163,0.9652718607469625
4523,4582,0.001521922524479108,0.993082125740487,0.9987284222592976
4524,4583,0.04428240651308871,0.7668342404014927,0.9650182991734162
4525,4584,0.12014822815870958,0.36152345327859625,0.9472042965703193
4526,4585,0.007217144443919132,0.9535688100140461,0.9926658141778689
4527,4586,-0.015751513367421005,0.8888437501256929,0.978529630041046
4528,4587,0.12833886747712503,0.4272303191679324,0.9524468553832373
4529,4588,0.08269339133954569,0.5607544379409394,0.9524468553832373
4530,4589,-0.049436909983235286,0.7515049620628195,0.964723911160708
4531,4590,-0.09208521869586095,0.4702339900788127,0.9524468553832373
4532,4591,0.15637901356850947,0.4054072891555667,0.9524468553832373
4533,4592,-0.002172087803895023,0.9845515108250471,0.9971932300003324
4534,4593,0.08677865617904124,0.6932042317484397,0.9598606440746253
4535,4594,0.35305441505122825,0.07038626445126397,0.5872565342856445
4536,4595,0.15000415192471042,0.2205323403133047,0.8770783066439
4537,4596,0.6159152326762375,0.00524411060365132,0.12788612880354042
4538,4597,0.22919526487790812,0.07940600004241107,0.6178438761025388
4539,4598,0.5198061366606169,0.11609205846053951,0.7294270453101717
4540,4599,0.0755129320912976,0.5725814534368745,0.9524468553832373
4541,4600,0.03860257965672653,0.7435233174820708,0.9637400545202838
4542,4601,-0.08688022101177056,0.4233176931580577,0.9524468553832373
4543,4602,0.16934691102053656,0.24935830083766186,0.8983876299685037
4544,4603,-0.054878936004515044,0.6428333126619136,0.9536347177730108
4545,4604,0.3082559804121712,0.11893573084731911,0.7338524916405667
4546,4605,0.13786550174739554,0.3038426178610548,0.9295257069419698
4547,4606,0.07651893895068479,0.4937440480962908,0.9524468553832373
4548,4607,0.1363047975242992,0.38608211162229344,0.9524468553832373
4549,4608,0.017324216780073523,0.909736849174044,0.9833619221851447
4550,4609,0.26168438871172106,0.3753850458303726,0.9511138732264424
4551,4610,1.5125242674583075,0.02212434888040117,0.3126064837826293
4552,4611,0.05522423187800918,0.6251665049544339,0.9524468553832373
4553,4612,0.2217701072407384,0.8295609851532386,0.9724678057849374
4554,4613,0.20869913473181786,0.19245587663516894,0.8508996124047755
4555,4614,0.6214629609818758,0.05296145566780497,0.5132398733623958
4556,4615,0.3070774027983838,0.18753293676071459,0.8453267904262404
4557,4616,0.061865786768743644,0.6351850246360486,0.9529847553359276
4558,4617,0.10074903499892414,0.4434139544164417,0.9524468553832373
4559,4618,0.6199537382359882,0.051054566015147185,0.5036061890998466
4560,4619,-0.06617800617363859,0.7017743085254686,0.9609610361883621
4561,4620,0.020568037474430506,0.8939643828495818,0.9797250315103464
4562,4621,0.06143181679405155,0.6234459019750072,0.9524468553832373
4563,4622,-0.0643075878654893,0.6043197414866752,0.9524468553832373
4564,4623,0.025727409601582346,0.7914339533554582,0.96734028995922
4565,4624,0.03180234737234561,0.8840980191319806,0.9780056633289411
4566,4625,0.03417900375739294,0.7334459334318958,0.9630824249966129
4567,4626,0.17184215648127685,0.12448631232156655,0.7477219996011165
4568,4627,-0.17153160778219978,0.38063459280902145,0.9522846437306982
4569,4628,0.45558310298546045,0.07904899678159227,0.6165928673074064
4570,4629,0.06735052146073112,0.48196718209649536,0.9524468553832373
4571,4630,0.06598575855067208,0.6170946631652748,0.9524468553832373
4572,4631,-0.38545245885334645,0.000550155798210651,0.024983470399207865
4573,4632,-0.0014175631767299746,0.9885817584889424,0.9978186714113306
4574,4633,-0.030162076678813377,0.7999545073486238,0.9686061676069063
4575,4634,0.1526314456355915,0.24785843114260908,0.8982936511494058
4576,4635,-0.05920489252177832,0.7094265779513864,0.9610930692947681
4577,4636,-0.10173728618725317,0.5841412942171587,0.9524468553832373
4578,4637,1.564302870823809,0.1364024696859807,0.7727099000748897
4579,4638,0.10660207959737433,0.24567947407160884,0.8972102282020397
4580,4639,0.3294747876105537,0.011808240878756949,0.21047464764305604
4581,4640,-0.06820349087383211,0.5593468437357866,0.9524468553832373
4582,4641,0.21296888031296238,0.15656348545796328,0.8038956562023795
4583,4642,0.15483881064836197,0.4968784040849219,0.9524468553832373
4584,4643,0.26856303188516395,0.012295718582034352,0.21522497450847922
4585,4644,0.34802956591385625,0.05524738710841137,0.5230891208727728
4586,4645,0.12566353853067996,0.4368951194232188,0.9524468553832373
4587,4646,0.0276760151234427,0.7493584815974825,0.964455778417746
4588,4647,0.15582568281237025,0.3169772585574133,0.9346290516528267
4589,4648,-0.040973101253371474,0.7020925125796014,0.9610094275299226
4590,4649,0.2516437094138996,0.1260472564473481,0.7514330466897211
4591,4650,-0.428461187763166,0.0015253209776646941,0.05366656347902429
4592,4651,0.03426074903799761,0.6983830579790787,0.9609164299011747
4593,4652,0.14967008024090045,0.34285144538689416,0.9437355757076237
4594,4653,0.9829121679511273,0.10931814012108323,0.7120264583536999
4595,4654,0.06264334419576428,0.6343041316981877,0.9529847553359276
4596,4655,-0.04438156978434357,0.725133256903612,0.9617059409303489
4597,4656,0.08632909859357399,0.43965929315912566,0.9524468553832373
4598,4657,-0.24988033649048907,0.07681231419344342,0.609225856724358
4599,4658,-0.18868538166080503,0.11296863140352942,0.7215462399660786
4600,4659,-0.10887228642601818,0.3600885042450651,0.9472042965703193
4601,4660,0.24351434817659107,0.2993190154823929,0.9279934593542617
4602,4661,0.29331376400297565,0.09420208191965623,0.671648955360134
4603,4662,-0.0779936473376514,0.522212149575976,0.9524468553832373
4604,4663,0.06746246719344023,0.6776722146668237,0.9576533574886581
4605,4664,0.01865121846936138,0.8658632860262493,0.9768697987226458
4606,4665,-0.07300855461782482,0.6410997005260346,0.9536347177730108
4607,4666,0.30439808723935063,0.15185585032940302,0.7989539073858809
4608,4667,0.23149727776683215,0.05642713306219183,0.5289742664643876
4609,4668,0.21986452718727553,0.20581638845359262,0.8630663779488482
4610,4669,0.28274367423150243,0.04671865415604772,0.4789826014445219
4611,4670,0.029482993043317696,0.7725939194658815,0.9650182991734162
4612,4671,0.007718617154636731,0.9450414282225776,0.9912207388649238
4613,4672,0.041751585736054475,0.7394071375743108,0.9633308763953541
4614,4673,0.0951802038685876,0.4749374551929668,0.9524468553832373
4615,4674,0.07055209092836986,0.45970570467737637,0.9524468553832373
4616,4675,0.0379785035253315,0.7122038104266799,0.9610930692947681
4617,4676,0.03722376455979043,0.7622683977349187,0.9650182991734162
4618,4677,-0.006137139658687965,0.96134572274546,0.993711181411815
4619,4678,0.007708253956857147,0.9486210278134737,0.9921221668056016
4620,4679,0.2698446305646286,0.1368051148464877,0.7729726497706496
4621,4680,-0.1081839689626481,0.3633875881671942,0.947276964329149
4622,4681,0.149880024602701,0.26219283643889235,0.9120300864330428
4623,4685,0.19139764270546236,0.16449744618904194,0.8200759600090513
4624,4686,0.1759997640703922,0.2069303647103775,0.8633750681252143
4625,4687,-0.02169069475451814,0.8887618576783041,0.978529630041046
4626,4688,0.09840090274869304,0.2668117185317588,0.9174207479784563
4627,4689,0.0902399179760726,0.6175194231963002,0.9524468553832373
4628,4690,0.057789857503837624,0.6537399855898225,0.9546079921375096
4629,4691,0.16473720645303683,0.2006545966977744,0.857239896234726
4630,4692,0.09969359573737599,0.3509714856187198,0.9471062143054727
4631,4693,0.5092441078584354,0.018883637510029274,0.2827766791858448
4632,4694,0.10044658607337682,0.5376303133233411,0.9524468553832373
4633,4695,-0.0206632568656078,0.8772726146465099,0.9776497812436632
4634,4696,0.0884881963829082,0.524621090381087,0.9524468553832373
4635,4697,0.11573727334361356,0.4045223822301369,0.9524468553832373
4636,4698,-0.047863203574751406,0.7739984863242746,0.9651873326811489
4637,4699,-0.04732647703842208,0.7274613803755875,0.9621738364071815
4638,4700,0.8417411543745331,0.010421431186409416,0.19562960481172242
4639,4701,0.030444307436550216,0.8047078915916971,0.9692180584467037
4640,4702,0.0976464514343797,0.35088222754516296,0.9471062143054727
4641,4703,0.07865941626938644,0.54206009281343,0.9524468553832373
4642,4704,0.04464306770553492,0.6526400842452289,0.9545958634515573
4643,4705,0.0777338988402325,0.5664238023222447,0.9524468553832373
4644,4706,0.07181682490289754,0.4711276343830335,0.9524468553832373
4645,4707,0.15897075672898708,0.3151912036463077,0.9338299643828311
4646,4708,0.025147617864682226,0.8544252634603267,0.9749279248412447
4647,4709,-0.012559329892199572,0.9292650217677642,0.9867024614375282
4648,4710,0.021908965797739655,0.7920727145059645,0.96734028995922
4649,4711,0.41033787640123814,0.11678907038058757,0.7321156267485501
4650,4712,0.23168022632783997,0.22465224042240772,0.8797145157048848
4651,4713,0.049818539958874995,0.7940424451061197,0.9674578921879438
4652,4714,0.4394624337164371,0.027772200496178737,0.3624034625694966
4653,4715,0.2818439576050935,0.06457213933499875,0.5651346635469329
4654,4716,0.06713783010725227,0.5929233614509191,0.9524468553832373
4655,4717,0.046898246912663255,0.6200143544239355,0.9524468553832373
4656,4718,0.13511564455691638,0.23218449520733286,0.8848973982400569
4657,4719,0.09343932619386874,0.5053616966267043,0.9524468553832373
4658,4720,0.1849527999232221,0.27159929343656586,0.9206915827710245
4659,4721,0.12756006649482157,0.34792196246590745,0.9465817057334531
4660,4722,0.19798683950203094,0.17862565583582335,0.8358550638643956
4661,4723,0.09512882421799522,0.48507928284537716,0.9524468553832373
4662,4724,0.1283480994748813,0.40533512828768303,0.9524468553832373
4663,4725,0.17906882501980956,0.2112334335819107,0.8663632130968222
4664,4726,0.8854321511595914,0.011681261062970754,0.20926604107947697
4665,4727,0.030866957283000512,0.7957786446357837,0.9680039217375004
4666,4728,0.07229155813255775,0.5291056852505014,0.9524468553832373
4667,4729,0.49399730147965365,0.020348839606441994,0.29564865401413154
4668,4730,-0.054018264885300156,0.8632726744204908,0.9764772389702149
4669,4731,0.11731930150135214,0.40200872283461575,0.9524468553832373
4670,4732,0.06703236020785092,0.4906085064734773,0.9524468553832373
4671,4733,0.05584172837642287,0.5995818881748853,0.9524468553832373
4672,4734,0.33886330784736834,0.035826250866730254,0.4194119908121353
4673,4735,0.04951671825772025,0.7951266440733228,0.9677410856905867
4674,4736,0.13598614420957536,0.312906222490246,0.9335619367892671
4675,4737,0.05322567067140346,0.5792267490653571,0.9524468553832373
4676,4738,0.07699255651532652,0.5486314619149417,0.9524468553832373
4677,4739,0.1603923744167386,0.09105381002528953,0.6652490343605009
4678,4740,0.07734989594543609,0.6141923352764984,0.9524468553832373
4679,4741,0.12764151295472892,0.25520085900416023,0.9040833043857469
4680,4742,0.03218708947778631,0.760804384927946,0.9650182991734162
4681,4743,0.040600074528881674,0.6765356988259456,0.9576533574886581
4682,4744,0.004387819474950927,0.973914740896462,0.9956128688320378
4683,4745,0.6598644394381125,0.0010414368022328563,0.04076685504957772
4684,4746,0.1378049089304249,0.33231469213062226,0.940348148067094
4685,4747,0.03810448364869225,0.7771274446851366,0.9652718607469625
4686,4748,-0.033958294425377816,0.8367070809710873,0.9727229102785474
4687,4749,0.07606824733629411,0.45583102656788166,0.9524468553832373
4688,4750,-0.3041495913269854,0.07739402800710755,0.6113973417877493
4689,4751,0.20654266326468534,0.24369567453386953,0.895744390984828
4690,4752,-0.017718530590544512,0.8844585767649549,0.9780056633289411
4691,4753,0.33668248156090685,0.005270903894556058,0.12833533709351141
4692,4754,-0.02851683637399194,0.7617377272611884,0.9650182991734162
4693,4755,0.08299956771364443,0.5085221827072257,0.9524468553832373
4694,4756,-0.14857172763381427,0.32840746449919567,0.9382577705847408
4695,4757,0.021784692429999808,0.8602693564540376,0.9762571106587369
4696,4758,0.02007106179307469,0.8335949932712903,0.972611632960009
4697,4759,0.15804938786830247,0.27608427942272007,0.9223104595887116
4698,4760,-0.18483349260406295,0.02829392503387258,0.3646834812781715
4699,4761,0.1921077399581077,0.5581979042315504,0.9524468553832373
4700,4762,0.06426686538250792,0.6135225858986877,0.9524468553832373
4701,4763,-0.08463899894091553,0.48116137060640574,0.9524468553832373
4702,4764,0.049972056292580974,0.6096047758176113,0.9524468553832373
4703,4765,0.3301510439116049,0.1205558707816007,0.7375928369504976
4704,4766,0.10143495430052392,0.5453169001873145,0.9524468553832373
4705,4767,-0.03352017033700823,0.8154075658740986,0.9709228838054887
4706,4768,0.08747636309219628,0.523074788776333,0.9524468553832373
4707,4769,0.01356119431136557,0.8972425408629262,0.9804109404250726
4708,4770,-0.18883008500502602,0.4501436386682117,0.9524468553832373
4709,4771,0.056509400570216056,0.6021127032267388,0.9524468553832373
4710,4772,0.26937469172030193,0.13935203739646165,0.7784449472906841
4711,4773,-0.02123933673446171,0.88188642297381,0.9777516519028084
4712,4774,0.010008433218129636,0.9253869376248551,0.986295098103299
4713,4775,0.03645112266262894,0.8120809826755182,0.9706497734409526
4714,4776,0.18523883867936378,0.10268213876294963,0.6930357790162233
4715,4777,0.42345961564064255,0.08021164825159305,0.6222856000829787
4716,4778,0.11705788148774898,0.3535367688779616,0.9471062143054727
4717,4779,-0.12932752430327654,0.23190322606795477,0.8848973982400569
4718,4780,0.04227360381260961,0.6710555324770999,0.9565431803813874
4719,4781,0.07418911799400797,0.5914084745972905,0.9524468553832373
4720,4782,0.020211867456123606,0.8407559178741062,0.9727229102785474
4721,4783,0.15588649198506113,0.5458189279600881,0.9524468553832373
4722,4784,0.08355181347692847,0.4883603159889537,0.9524468553832373
4723,4786,0.09854495186043226,0.4466228683384047,0.9524468553832373
4724,4787,0.05445175319794196,0.6561856186587512,0.9548463784601079
4725,4788,0.04987702946436093,0.5827622895819329,0.9524468553832373
4726,4789,0.14581706145348583,0.4289673906272159,0.9524468553832373
4727,4790,0.11105032174015078,0.5068492390803043,0.9524468553832373
4728,4791,-0.021037088914486107,0.8453239092383193,0.9739005236708161
4729,4792,0.18194293584922655,0.3354647105534345,0.9423428544166387
4730,4793,0.14369824240570808,0.3563876740526204,0.9472042965703193
4731,4794,0.24652817781150838,0.09887162649929747,0.6841482107199793
4732,4795,-0.12422086987412677,0.25008562703976867,0.8983876299685037
4733,4796,-0.12116952901868865,0.2033527649292588,0.8598058966432341
4734,4797,0.057637863375265025,0.6214323540726095,0.9524468553832373
4735,4798,0.15026422150946803,0.41093541406703615,0.9524468553832373
4736,4799,0.12876165046353494,0.45691276642165124,0.9524468553832373
4737,4800,0.15319718436074867,0.43357586137032456,0.9524468553832373
4738,4801,-0.10726740436180975,0.2681431751000586,0.9184816986398051
4739,4802,-0.014614526528228144,0.9294260855275422,0.9867024614375282
4740,4803,-0.7788665367649156,6.065902586360453e-06,0.0006807406885279343
4741,4804,0.06004184880554747,0.5589629841738675,0.9524468553832373
4742,4805,0.07462434432491247,0.4939474227162475,0.9524468553832373
4743,4806,0.04804890051917138,0.5834024144868071,0.9524468553832373
4744,4807,0.3483448482610137,0.01705448949774967,0.26337880506114447
4745,4809,0.10967767616951575,0.38199004859452634,0.9524468553832373
4746,4810,0.03375072386073949,0.7617023925182966,0.9650182991734162
4747,4811,0.02421214495463024,0.8518281945123202,0.9746347747054721
4748,4812,-0.0714389420127508,0.5308470856880119,0.9524468553832373
4749,4813,0.04527350434601979,0.6006478188949125,0.9524468553832373
4750,4814,0.02487731711886315,0.8035505574653811,0.9690121856511423
4751,4815,-0.044779103222596484,0.660474285422171,0.9551271103783405
4752,4816,-0.006211846619942674,0.9496456124616983,0.9922076253365233
4753,4817,0.02563599302363606,0.8290358645441868,0.9724678057849374
4754,4818,-0.18389302121414397,0.11088343388259861,0.7147835951655848
4755,4819,0.11069398312488891,0.3626508118635753,0.9472287858828297
4756,4820,0.3264948039153529,0.32107427684889145,0.9364344154402704
4757,4821,0.15702280508935257,0.25240555288832345,0.9006865805924629
4758,4822,-0.121036285584781,0.22118544593893152,0.8770783066439
4759,4823,0.1276488558948512,0.33150002336589224,0.9399982984101378
4760,4824,0.009982508116799488,0.948247404826195,0.9921221668056016
4761,4825,0.9199907032777985,0.016798941292595265,0.2616390148877456
4762,4826,0.011807376700036232,0.9233272430048343,0.9858123091531621
4763,4827,0.03390373309037449,0.7974278481217423,0.9684474113712273
4764,4828,0.016947614872965006,0.859316074329999,0.9759707429443315
4765,4829,0.10660190739491225,0.3639778022945498,0.9481007283411476
4766,4830,-0.0201372246737999,0.8838448460897248,0.9780056633289411
4767,4831,0.5424306993102963,0.026352039217286724,0.3502901768522518
4768,4832,0.3454755566352055,0.009877512663531778,0.18977475363925606
4769,4833,-0.20949626295929422,0.05931015656756593,0.5416975805869316
4770,4834,-0.059780326820027374,0.6317315435991315,0.9524468553832373
4771,4835,0.09718089145878181,0.4025076817199359,0.9524468553832373
4772,4836,-0.043489212506800434,0.710950413327867,0.9610930692947681
4773,4837,0.02818645441500711,0.744564196724396,0.9637400545202838
4774,4838,-0.03144924753692607,0.7176972220055071,0.9613477364464499
4775,4839,-0.04154316740322758,0.7975695541887468,0.9684474113712273
4776,4840,-0.0044749791892880475,0.9673868150747219,0.9948322725275185
4777,4842,-0.0780291272709395,0.5276041294780339,0.9524468553832373
4778,4843,0.0033439762450602067,0.9792571153048969,0.99631660850518
4779,4844,0.11309330616201574,0.30132742834864845,0.9279934593542617
4780,4845,-0.09013747470303904,0.5137796453721322,0.9524468553832373
4781,4847,0.06842337013667855,0.5960728142909715,0.9524468553832373
4782,4848,-0.12466705623049021,0.25433380559274243,0.9028133469931796
4783,4849,-0.2814314865190204,0.01548665224969305,0.24890359613391003
4784,4850,0.5828541750581754,0.09981916147056928,0.6865731844729696
4785,4851,0.5558413723827677,0.038611149920134966,0.43556321461032665
4786,4852,-0.08409734088536563,0.403036997959512,0.9524468553832373
4787,4853,-0.03641346159292333,0.719866250184001,0.961543129865493
4788,4854,-0.07374760260976687,0.49371788914489667,0.9524468553832373
4789,4855,-0.14426223751288558,0.19503663287956285,0.8526964431257937
4790,4856,0.01748091136586255,0.8764646835008796,0.9776497812436632
4791,4857,0.022213209335731787,0.8731360161538316,0.977584748527193
